GUID,Electoral Divisions,Population (2022) - F1060C01,ED_ID,ED,COUNTY,PROVINCE,CENTROID_X,CENTROID_Y,AREA,ESRI_OID,Shape__Area,Shape__Length,QoL,a_sense_of_control:cost_of_living,a_sense_of_control:essential_services,a_sense_of_control:influence_and_contribution,a_sense_of_control:safety,a_sense_of_wonder:distinctive_design_and_culture,a_sense_of_wonder:play_and_recreation,connected_communities:belonging,connected_communities:local_business_and_jobs,connection_to_nature:biodiversity,connection_to_nature:climate_resilience_and_adaptation,connection_to_nature:green_and_blue_spaces,getting_around:car,getting_around:public_transport,getting_around:walking_and_cycling,health_equity:air_noise_light,health_equity:food_choice,health_equity:housing_standard
2ae19629-23d9-13a3-e055-000000000001,"Dunmore, Kilkenny",675,97034,DUNMORE,KILKENNY,Leinster,649724.91,660941.67,13518604.03,1698,13518604.03,21924.40403,69,57,69,89,89,80,58,89,58,89,69,91,47,45,80,88,69,47
2ae19629-23da-13a3-e055-000000000001,"Dunnamaggan, Kilkenny",460,97035,DUNNAMAGGAN,KILKENNY,Leinster,649041.02,639067.1,18075704.22,2230,18075704.22,26403.43878,68,53,65,75,80,62,58,78,52,76,72,81,55,48,67,73,61,49
2ae19629-23db-13a3-e055-000000000001,"Dysartmoon, Kilkenny",265,97036,DYSARTMOON,KILKENNY,Leinster,666866.76,629416.42,10887187.43,2020,10887187.43,17073.47622,72,57,69,79,83,66,62,82,56,80,76,85,59,52,71,77,65,53
2ae19629-23df-13a3-e055-000000000001,"Earlstown, Kilkenny",235,97037,EARLSTOWN,KILKENNY,Leinster,645984.15,645175.7,12439861.31,1629,12439861.31,24082.27079,58,43,55,65,70,52,48,68,42,66,62,71,45,38,57,63,51,39
2ae19629-23e0-13a3-e055-000000000001,"Ennisnag, Kilkenny",530,97038,ENNISNAG,KILKENNY,Leinster,652949.55,645075.11,11534675.1,2598,11534675.1,19391.92504,82,67,79,89,93,76,72,92,66,90,86,95,69,62,81,87,75,63
2ae19629-23e1-13a3-e055-000000000001,"Famma, Kilkenny",341,97039,FAMMA,KILKENNY,Leinster,663152.07,640920.18,18586247.29,964,18586247.29,24350.07759,48,33,45,55,60,42,38,58,32,56,52,61,35,28,47,53,41,29
2ae19629-23e6-13a3-e055-000000000001,"Farnoge, Kilkenny",336,97040,FARNOGE,KILKENNY,Leinster,658595.78,623964.88,13942876.88,1790,13942876.88,21288.1531,77,62,74,84,88,71,67,87,61,85,81,90,64,57,76,82,70,58
2ae19629-23e7-13a3-e055-000000000001,"Fiddown, Kilkenny",1075,97041,FIDDOWN,KILKENNY,Leinster,648148.69,620418.17,17617074.54,2786,17617074.54,27793.85949,53,38,50,60,65,47,43,63,37,61,57,66,40,33,52,58,46,34
2ae19629-23e8-13a3-e055-000000000001,"Freaghana, Kilkenny",267,97042,FREAGHANA,KILKENNY,Leinster,668674.34,641204.96,22816578.0,1830,22816578.0,25478.4358,87,72,84,94,98,81,77,97,71,95,91,100,74,67,86,92,80,68
2ae19629-23ec-13a3-e055-000000000001,"Freshford, Kilkenny",989,97043,FRESHFORD,KILKENNY,Leinster,640610.54,663379.62,21670533.61,1281,21670533.61,30994.23484,63,48,60,70,75,57,53,73,47,71,67,76,50,43,62,68,56,44
2ae19629-23ed-13a3-e055-000000000001,"Galmoy, Kilkenny",361,97044,GALMOY,KILKENNY,Leinster,626823.17,671726.39,26335819.99,1427,26335819.99,40948.93989,72,57,69,79,83,66,62,82,56,80,76,85,59,52,71,77,65,53
2ae19629-23f0-13a3-e055-000000000001,"Glashare, Kilkenny",311,97045,GLASHARE,KILKENNY,Leinster,632628.67,670057.17,20978703.16,397,20978703.16,25878.3789,67,53,65,76,87,78,56,87,54,76,65,78,54,43,65,76,67,56
2ae19629-23f1-13a3-e055-000000000001,"Goresbridge, Kilkenny",541,97046,GORESBRIDGE,KILKENNY,Leinster,666795.25,653474.67,10862100.72,2217,10862100.72,20498.34953,76,65,76,87,98,89,67,98,65,87,76,89,65,54,76,87,78,67
2ae19629-23f2-13a3-e055-000000000001,"Gowran, Kilkenny",1556,97047,GOWRAN,KILKENNY,Leinster,662527.71,654666.79,25790705.1,539,25790705.1,29868.92861,87,76,87,98,99,99,78,99,76,98,87,99,76,65,87,98,89,78
2ae19629-23f6-13a3-e055-000000000001,"Graiguenamanagh, Kilkenny",1860,97048,GRAIGUENAMANAGH,KILKENNY,Leinster,667858.38,644968.9,32052179.73,1135,32052179.73,34208.894,56,43,54,65,76,67,45,76,43,65,54,67,43,32,54,65,56,45
2ae19629-23f7-13a3-e055-000000000001,"Grange, Kilkenny",903,97049,GRANGE,KILKENNY,Leinster,647388.81,651034.07,19176313.78,1738,19176313.78,21453.57478,89,78,89,99,100,100,89,100,78,99,89,100,78,67,89,99,90,89
2ae19629-23f8-13a3-e055-000000000001,"Inistioge, Kilkenny",849,97050,INISTIOGE,KILKENNY,Leinster,665631.94,636513.98,27100023.63,370,27100023.63,29033.40441,65,54,65,76,87,78,56,87,54,76,65,78,54,43,65,76,67,56
2ae19629-23fc-13a3-e055-000000000001,"Jerpoint Church, Kilkenny",955,97051,JERPOINT CHURCH,KILKENNY,Leinster,656480.19,639607.43,16599775.57,735,16599775.57,20664.68503,98,87,98,99,100,100,98,100,87,99,98,100,87,76,98,99,99,98
2ae19629-23fd-13a3-e055-000000000001,"Jerpoint West, Kilkenny",286,97052,JERPOINT WEST,KILKENNY,Leinster,661050.41,629536.65,22251336.64,2479,22251336.64,26864.54301,78,67,78,89,99,90,68,99,67,89,78,90,67,56,78,89,80,78
2ae19629-23fe-13a3-e055-000000000001,"Johnstown, Kilkenny",877,97053,JOHNSTOWN,KILKENNY,Leinster,629711.94,667261.81,19783419.23,2558,19783419.23,28998.277,45,32,43,54,65,56,34,65,32,54,43,56,32,21,43,54,45,34
2ae19629-2402-13a3-e055-000000000001,"Kells, Kilkenny",681,97054,KELLS,KILKENNY,Leinster,648863.54,643695.73,18918672.97,2272,18918672.98,28709.43861,99,89,99,100,100,100,99,100,89,100,99,100,89,78,99,100,100,99
2ae19629-2403-13a3-e055-000000000001,"Kilbeacon, Kilkenny",214,97055,KILBEACON,KILKENNY,Leinster,657619.58,627031.36,13245370.95,1375,13245370.96,17632.41115,67,56,65,78,89,76,54,87,54,76,87,89,56,54,65,78,89,43
2ae19629-2404-13a3-e055-000000000001,"Kilbride, Kilkenny",401,97056,KILBRIDE,KILKENNY,Leinster,664027.07,624959.88,13283906.09,1579,13283906.09,20388.38171,76,65,76,87,98,87,65,98,65,87,98,99,65,65,76,87,99,54
2ae19629-2408-13a3-e055-000000000001,"Kilcolumb, Kilkenny",621,97057,KILCOLUMB,KILKENNY,Leinster,666040.15,618881.35,19219924.34,1289,19219924.34,21938.8086,56,45,54,67,78,65,43,76,43,65,76,78,45,43,54,67,78,32
2ae19629-2409-13a3-e055-000000000001,"Kilculliheen, Kilkenny",5766,97058,KILCULLIHEEN,KILKENNY,Leinster,661055.54,613319.14,8792520.38,2945,8792520.379,17037.0126,87,76,87,98,100,98,76,100,76,98,100,100,76,76,87,98,100,65
2ae19629-240a-13a3-e055-000000000001,"Kilfane, Kilkenny",288,97059,KILFANE,KILKENNY,Leinster,661355.2,645336.28,15726492.74,181,15726492.74,22192.04363,67,56,65,78,89,76,54,87,54,76,87,89,56,54,65,78,89,43
2ae19629-240b-13a3-e055-000000000001,"Kilkeasy, Kilkenny",399,97060,KILKEASY,KILKENNY,Leinster,652455.03,630150.79,18354253.64,729,18354253.64,26478.73555,34,23,32,45,56,43,21,54,21,43,54,56,23,21,32,45,56,10
2ae19629-240c-13a3-e055-000000000001,"Kilkenny No. 1 Urban, Kilkenny",5650,97061,KILKENNY No. 1 URBAN,KILKENNY,Leinster,650146.24,655911.26,1827651.3,455,1827651.303,6425.070344,98,87,98,100,100,100,87,100,87,100,100,100,87,87,98,100,100,76
2ae19629-240d-13a3-e055-000000000001,"Kilkenny No. 2 Urban, Kilkenny",4118,97062,KILKENNY No. 2 URBAN,KILKENNY,Leinster,650872.75,656282.0,1909146.32,1320,1909146.316,7063.520752,87,76,87,98,100,98,76,100,76,98,100,100,76,76,87,98,100,65
2ae19629-23b2-13a3-e055-000000000001,"Kilkenny Rural, Kilkenny",18603,97063,KILKENNY RURAL,KILKENNY,Leinster,650605.16,656431.06,40243237.9,866,40243237.9,46985.96016,76,65,76,87,98,87,65,98,65,87,98,99,65,65,76,87,99,54
2ae19629-23b3-13a3-e055-000000000001,"Kilkieran, Kilkenny",709,97064,KILKIERAN,KILKENNY,Leinster,652618.01,662796.02,23184178.55,705,23184178.55,28019.79432,45,34,43,56,67,54,32,65,32,54,65,67,34,32,43,56,67,21
2ae19629-23b5-13a3-e055-000000000001,"Killahy, Kilkenny",703,97065,KILLAHY,KILKENNY,Leinster,654641.53,625062.48,19253711.27,170,19253711.27,27038.82814,67,53,56,78,87,65,54,76,54,76,65,87,56,43,67,78,65,43
2ae19629-23b6-13a3-e055-000000000001,"Killamery, Kilkenny",237,97066,KILLAMERY,KILKENNY,Leinster,640953.02,632557.58,12967668.49,259,12967668.49,22850.37831,76,65,67,87,98,76,65,87,65,87,76,98,67,54,78,89,76,54
2ae19629-23b7-13a3-e055-000000000001,"Kilmacar, Kilkenny",471,97067,KILMACAR,KILKENNY,Leinster,648550.41,670519.42,23345471.38,3167,23345471.38,27970.18219,56,43,45,67,76,54,43,65,43,65,54,76,45,32,56,67,54,32
2ae19629-23bc-13a3-e055-000000000001,"Kilmaganny, Kilkenny",707,97068,KILMAGANNY,KILKENNY,Leinster,643914.56,635489.46,31420874.93,3199,31420874.93,33673.73444,87,76,78,98,100,87,76,98,76,98,87,100,78,65,89,100,87,65
2ae19629-23bd-13a3-e055-000000000001,"Kilmakevoge, Kilkenny",427,97069,KILMAKEVOGE,KILKENNY,Leinster,665272.88,622599.52,13402163.53,860,13402163.53,21249.71872,45,32,34,56,65,43,32,54,32,54,43,65,34,21,45,56,43,21
2ae19629-23be-13a3-e055-000000000001,"Kilmanagh, Kilkenny",560,97070,KILMANAGH,KILKENNY,Leinster,637956.76,651273.55,22879243.73,450,22879243.73,24203.34314,98,87,89,100,100,98,87,100,87,100,98,100,89,76,100,100,98,76
2ae19629-23c2-13a3-e055-000000000001,"Kiltorcan, Kilkenny",188,97071,KILTORCAN,KILKENNY,Leinster,655646.64,635641.19,9927585.46,483,9927585.464,16409.76634,34,21,23,45,54,32,21,43,21,43,32,54,23,10,34,45,32,10
2ae19629-23c3-13a3-e055-000000000001,"Knocktopher, Kilkenny",543,97072,KNOCKTOPHER,KILKENNY,Leinster,652571.04,636621.62,15726170.91,2605,15726170.91,27849.94512,89,78,80,100,100,89,78,100,78,100,89,100,80,67,90,100,89,67
2ae19629-23c4-13a3-e055-000000000001,"Lisdowney, Kilkenny",287,97073,LISDOWNEY,KILKENNY,Leinster,638914.68,669814.33,20347935.78,3005,20347935.78,26668.49709,23,10,12,34,43,21,10,32,10,32,21,43,12,0,23,34,21,0
2ae19629-23c7-13a3-e055-000000000001,"Listerlin, Kilkenny",428,97074,LISTERLIN,KILKENNY,Leinster,663638.11,629726.61,15974416.98,2689,15974416.98,21921.6686,100,89,90,100,100,100,89,100,89,100,100,100,90,78,100,100,100,78
2ae19629-23c8-13a3-e055-000000000001,"Mallardstown, Kilkenny",217,97075,MALLARDSTOWN,KILKENNY,Leinster,645069.02,640074.58,15103402.56,681,15103402.56,24602.22286,67,53,56,78,87,65,54,76,54,76,78,87,56,43,65,76,65,43
2ae19629-23c9-13a3-e055-000000000001,"Moneenroe, Kilkenny",1311,97076,MONEENROE,KILKENNY,Leinster,658388.67,673348.23,32437612.75,1402,32437612.75,50131.67628,76,65,67,87,98,76,65,87,65,87,89,98,67,54,76,87,76,54
2ae19629-23ca-13a3-e055-000000000001,"Mothell, Kilkenny",499,97077,MOTHELL,KILKENNY,Leinster,660109.56,668509.37,26127153.44,1332,26127153.44,28682.97616,78,67,69,89,99,78,67,89,67,89,90,99,69,56,78,89,78,56
2ae19629-23ce-13a3-e055-000000000001,"Muckalee, Kilkenny, 097078",169,97078,MUCKALEE,KILKENNY,Leinster,650178.46,626826.35,12102682.52,1638,12102682.52,21697.77185,56,43,46,68,77,55,44,66,44,66,68,77,46,33,55,66,55,33
2ae19629-23cf-13a3-e055-000000000001,"Muckalee, Kilkenny, 097079",625,97079,MUCKALEE,KILKENNY,Leinster,652237.67,667658.92,20045189.44,1865,20045189.44,26165.11984,58,45,48,70,79,57,46,68,46,68,70,79,48,35,57,68,57,35
2ae19629-23d0-13a3-e055-000000000001,"Odagh, Kilkenny",486,97080,ODAGH,KILKENNY,Leinster,645227.96,662047.29,18017427.13,624,18017427.13,25039.22748,87,76,78,98,100,87,76,98,76,98,100,100,78,65,87,98,87,65
2ae19629-23d1-13a3-e055-000000000001,"Outrath, Kilkenny",768,97081,OUTRATH,KILKENNY,Leinster,652593.17,651293.36,17414051.6,2847,17414051.6,20560.83113,69,55,58,80,89,67,56,78,56,78,80,89,58,45,67,78,67,45
2ae19629-23d6-13a3-e055-000000000001,"Paulstown, Kilkenny",1063,97082,PAULSTOWN,KILKENNY,Leinster,666391.59,656716.12,14464755.55,939,14464755.55,23087.79932,89,78,80,100,100,89,78,100,78,100,100,100,80,67,89,100,89,67
2ae19629-23d7-13a3-e055-000000000001,"Pilltown, Kilkenny",2002,97083,PILLTOWN,KILKENNY,Leinster,645239.67,624731.94,19018367.06,212,19018367.06,30834.56389,60,47,50,72,81,59,48,70,48,70,72,81,50,37,59,70,59,37
2ae19629-23d8-13a3-e055-000000000001,"Pleberstown, Kilkenny",202,97084,PLEBERSTOWN,KILKENNY,Leinster,659117.43,636864.25,14775612.52,2698,14775612.51,22240.44138,90,79,81,100,100,90,79,100,79,100,100,100,81,68,90,100,90,68
2ae19629-23dc-13a3-e055-000000000001,"Pollrone, Kilkenny",1501,97085,POLLRONE,KILKENNY,Leinster,651657.06,617449.11,17274795.09,3306,17274795.09,25623.37853,63,55,68,72,78,66,59,75,58,71,63,69,52,48,61,68,62,51
2ae19629-23dd-13a3-e055-000000000001,"Portnascully, Kilkenny",1137,97086,PORTNASCULLY,KILKENNY,Leinster,652710.55,613307.66,17287265.38,887,17287265.38,23721.17223,58,52,62,67,73,61,53,70,52,66,58,63,47,43,56,63,57,46
2ae19629-23de-13a3-e055-000000000001,"Powerstown, Kilkenny",524,97087,POWERSTOWN,KILKENNY,Leinster,667615.33,649473.92,19861375.56,2771,19861375.56,22989.79201,71,63,76,81,86,74,67,83,66,79,71,77,60,56,69,76,70,59
2ae19629-23e2-13a3-e055-000000000001,"Rathbeagh, Kilkenny",287,97088,RATHBEAGH,KILKENNY,Leinster,642233.56,667625.88,13001405.42,1153,13001405.42,18567.18515,65,57,70,74,80,68,61,77,60,73,65,71,54,50,63,70,64,53
2ae19629-23e3-13a3-e055-000000000001,"Rathcoole, Kilkenny",558,97089,RATHCOOLE,KILKENNY,Leinster,656234.24,662117.08,24688210.44,1092,24688210.44,27611.39304,59,53,63,68,74,62,54,71,53,67,59,64,48,44,57,64,58,47
2ae19629-23e4-13a3-e055-000000000001,"Rathealy, Kilkenny",211,97090,RATHEALY,KILKENNY,Leinster,639593.7,660671.22,13158638.6,2932,13158638.59,23000.37465,67,60,72,76,82,70,63,79,62,75,67,73,56,52,65,72,66,55
2ae19629-23e5-13a3-e055-000000000001,"Rathpatrick, Kilkenny",1121,97091,RATHPATRICK,KILKENNY,Leinster,665418.2,614444.76,18623820.69,1009,18623820.69,17942.67021,62,54,67,71,77,65,58,74,57,70,62,68,51,47,60,67,61,50
2ae19629-23e9-13a3-e055-000000000001,"Rosbercon Rural, Kilkenny",704,97092,ROSBERCON RURAL,KILKENNY,Leinster,669810.17,628524.12,11315624.35,2828,11315624.35,15695.985,69,61,74,78,84,72,65,81,64,77,69,75,58,54,67,74,68,57
2ae19629-23ea-13a3-e055-000000000001,"Rossinan, Kilkenny",801,97093,ROSSINAN,KILKENNY,Leinster,658875.68,620110.04,18381244.42,592,18381244.42,30138.00079,60,53,64,69,75,63,55,72,54,68,60,65,49,45,58,65,59,48
2ae19629-23eb-13a3-e055-000000000001,"Scotsborough, Kilkenny",174,97094,SCOTSBOROUGH,KILKENNY,Leinster,638563.6,647026.06,14765944.92,611,14765944.92,25340.27388,64,56,69,73,79,67,60,76,59,72,64,70,53,49,62,69,63,52
2ae19629-23ee-13a3-e055-000000000001,"Shanbogh, Kilkenny",501,97095,SHANBOGH,KILKENNY,Leinster,667848.69,625144.39,16762139.43,2022,16762139.43,21463.09189,67,62,54,71,78,69,56,74,53,76,68,79,59,43,65,73,61,58
2ae19629-23ef-13a3-e055-000000000001,"Shankill, Kilkenny",929,97096,SHANKILL,KILKENNY,Leinster,664409.1,659135.17,26987678.85,3037,26987678.85,35889.11794,59,54,46,63,70,61,48,66,45,68,60,71,51,35,57,65,53,50
2ae19629-23f3-13a3-e055-000000000001,"St. Canice, Kilkenny",607,97097,St. CANICE,KILKENNY,Leinster,646654.56,657477.98,20979046.92,803,20979046.92,31576.0337,81,76,68,85,92,83,70,88,67,90,82,93,73,57,79,87,75,72
2ae19629-23f4-13a3-e055-000000000001,"Stonyford, Kilkenny",721,97098,STONYFORD,KILKENNY,Leinster,653265.76,641703.32,16004072.82,2568,16004072.82,22227.66022,51,46,38,55,62,53,40,58,37,60,52,63,43,27,49,57,45,42
2ae19629-23f5-13a3-e055-000000000001,"Templeorum, Kilkenny",468,97099,TEMPLEORUM,KILKENNY,Leinster,648378.0,626884.14,17237557.78,2351,17237557.78,27566.58263,43,38,30,47,54,45,32,50,29,52,44,55,35,19,41,49,37,34
2ae19629-23f9-13a3-e055-000000000001,"The Rower, Kilkenny",865,97100,THE ROWER,KILKENNY,Leinster,670004.42,633459.19,29188667.09,3259,29188667.09,27200.97183,35,30,22,39,46,37,24,42,21,44,36,47,27,11,33,41,29,26
2ae19629-23fa-13a3-e055-000000000001,"Thomastown, Kilkenny",2342,97101,THOMASTOWN,KILKENNY,Leinster,658370.32,642135.97,20904765.2,298,20904765.2,27099.72408,75,70,62,79,86,77,64,82,61,84,76,87,65,49,71,81,69,66
2ae19629-23fb-13a3-e055-000000000001,"Tiscoffin, Kilkenny",519,97102,TISCOFFIN,KILKENNY,Leinster,660546.12,662138.07,22896081.96,1133,22896081.96,28633.67053,55,50,42,59,66,57,44,62,41,64,56,67,47,31,53,61,49,46
2ae19629-23ff-13a3-e055-000000000001,"Tubbrid, Kilkenny",475,97103,TUBBRID,KILKENNY,Leinster,650919.96,622688.64,21295786.32,1404,21295786.32,28532.65671,47,42,34,51,58,49,36,54,33,56,48,59,39,23,45,53,41,38
2ae19629-2400-13a3-e055-000000000001,"Tubbridbrittain, Kilkenny",307,97104,TUBBRIDBRITTAIN,KILKENNY,Leinster,633603.97,660109.85,19800877.59,1172,19800877.6,27377.08584,39,34,26,43,50,41,28,46,25,48,40,51,31,15,37,45,33,30
2ae19629-2401-13a3-e055-000000000001,"Tullaghanbrogue, Kilkenny",546,97105,TULLAGHANBROGUE,KILKENNY,Leinster,643045.03,649189.15,22154899.87,2966,22154899.87,25538.56788,67,65,55,70,75,68,62,72,58,70,68,75,60,52,68,70,65,62
2ae19629-2405-13a3-e055-000000000001,"Tullaherin, Kilkenny",230,97106,TULLAHERIN,KILKENNY,Leinster,659801.31,647377.93,10286579.43,623,10286579.43,28907.39322,72,68,60,75,78,72,65,75,62,75,72,80,62,55,72,72,68,65
2ae19629-2406-13a3-e055-000000000001,"Tullahought, Kilkenny",250,97107,TULLAHOUGHT,KILKENNY,Leinster,643973.24,629734.1,13562276.25,2546,13562276.25,25400.67663,65,62,52,68,72,65,60,70,55,68,65,72,58,50,65,68,62,60
2ae19629-2407-13a3-e055-000000000001,"Tullaroan, Kilkenny",322,97108,TULLAROAN,KILKENNY,Leinster,638279.4,656345.75,15777281.84,3439,15777281.84,23273.13668,69,67,58,72,75,70,65,73,60,72,70,78,60,52,70,70,67,62
2ae19629-240e-13a3-e055-000000000001,"Ullard, Kilkenny",307,97109,ULLARD,KILKENNY,Leinster,671215.98,647845.97,15235536.14,105,15235536.14,18580.21573,63,60,50,65,70,62,58,68,52,65,62,70,55,48,62,65,60,58
2ae19629-240f-13a3-e055-000000000001,"Ullid, Kilkenny",1058,97110,ULLID,KILKENNY,Leinster,654941.61,619880.18,15049857.13,3333,15049857.13,20103.84309,66,63,53,68,72,67,60,70,57,68,65,73,58,50,67,68,63,60
2ae19629-2410-13a3-e055-000000000001,"Urlingford, Kilkenny",1453,97111,URLINGFORD,KILKENNY,Leinster,628883.38,663746.2,19197257.07,1609,19197257.07,22690.59013,58,55,48,62,68,60,55,65,50,62,60,68,52,45,60,62,58,55
2ae19629-2411-13a3-e055-000000000001,"Whitechurch, Kilkenny",453,97112,WHITECHURCH,KILKENNY,Leinster,643240.25,624085.2,17594661.92,2851,17594661.92,24504.6614,70,68,58,73,77,72,66,75,62,73,70,78,62,55,72,72,68,65
2ae19629-23b4-13a3-e055-000000000001,"Woolengrange, Kilkenny",366,97113,WOOLENGRANGE,KILKENNY,Leinster,657130.92,645854.89,12186319.59,564,12186319.59,23811.75771,64,62,52,67,70,65,58,68,55,67,65,72,57,48,65,67,62,60
2ae19629-16a8-13a3-e055-000000000001,"Abbeyleix, Laois",2979,107001,ABBEYLEIX,LAOIS,Leinster,642469.61,683660.2,40659949.66,522,40659949.66,37874.86916,56,53,46,60,65,58,52,62,48,60,58,65,50,42,58,60,56,52
2ae19629-16a9-13a3-e055-000000000001,"Aghmacart, Laois",377,107002,AGHMACART,LAOIS,Leinster,638304.5,674908.67,18892962.96,1989,18892962.96,26569.63158,67,53,65,76,87,65,54,76,65,78,67,89,56,54,76,78,67,45
2ae19629-16aa-13a3-e055-000000000001,"Arderin, Laois",292,107003,ARDERIN,LAOIS,Leinster,625683.65,698189.41,23948050.62,767,23948050.62,29168.18042,76,65,76,87,98,76,65,87,76,89,78,90,67,65,87,89,78,56
2ae19629-16ab-13a3-e055-000000000001,"Ardough, Laois",369,107004,ARDOUGH,LAOIS,Leinster,663964.88,675151.72,17867422.66,952,17867422.66,25357.321,56,45,54,65,76,54,43,65,54,67,56,78,45,43,65,67,56,34
2ae19629-16ac-13a3-e055-000000000001,"Arless, Laois",408,107005,ARLESS,LAOIS,Leinster,665326.75,683690.75,16005452.29,3238,16005452.29,26468.99718,87,76,87,98,99,87,76,98,87,90,89,91,78,76,98,90,89,67
2ae19629-16ad-13a3-e055-000000000001,"Ballickmoyler, Laois",848,107006,BALLICKMOYLER,LAOIS,Leinster,666657.42,679406.62,13888634.33,2397,13888634.33,20595.76528,34,23,32,43,54,32,21,43,32,45,34,56,23,21,43,45,34,12
2ae19629-16ae-13a3-e055-000000000001,"Ballinakill, Laois",838,107007,BALLINAKILL,LAOIS,Leinster,647544.39,680665.99,19816086.81,2312,19816086.81,25601.58136,98,87,98,99,100,98,87,99,98,100,99,100,89,87,99,100,99,78
2ae19629-16a1-13a3-e055-000000000001,"Ballyadams, Laois",437,107008,BALLYADAMS,LAOIS,Leinster,662238.25,692493.6,17459942.33,2382,17459942.33,26619.38801,23,12,21,32,43,21,10,32,21,34,23,45,12,10,32,34,23,1
2ae19629-16a2-13a3-e055-000000000001,"Ballybrittas, Laois",1520,107009,BALLYBRITTAS,LAOIS,Leinster,655309.2,707474.07,15677198.77,2869,15677198.77,24819.80466,45,34,43,54,65,43,32,54,43,56,45,67,34,32,54,56,45,23
2ae19629-16a3-13a3-e055-000000000001,"Ballybrophy, Laois",223,107010,BALLYBROPHY,LAOIS,Leinster,625750.79,683414.89,10083738.24,524,10083738.24,23286.94313,100,99,100,100,100,100,99,100,100,100,100,100,100,99,100,100,100,89
2ae19629-16a4-13a3-e055-000000000001,"Ballycarroll, Laois",398,107011,BALLYCARROLL,LAOIS,Leinster,652731.9,699998.0,10245828.21,1101,10245828.21,18234.15214,89,78,89,99,100,89,78,99,89,91,90,92,80,78,99,91,90,69
2ae19629-16a5-13a3-e055-000000000001,"Ballyfin, Laois",711,107012,BALLYFIN,LAOIS,Leinster,638303.21,701233.62,35165638.33,650,35165638.33,29396.78665,67,55,62,70,80,68,59,75,58,72,65,78,60,52,68,70,63,50
2ae19629-16a6-13a3-e055-000000000001,"Ballylehane, Laois",203,107013,BALLYLEHANE,LAOIS,Leinster,661473.49,684568.11,6674325.05,2702,6674325.049,19128.53702,82,72,85,88,92,85,80,90,78,87,82,90,80,75,85,82,80,75
2ae19629-16a7-13a3-e055-000000000001,"Ballylynan, Laois",1527,107014,BALLYLYNAN,LAOIS,Leinster,663174.06,689218.69,14260741.31,1706,14260741.31,24991.39024,58,48,55,62,72,60,52,65,50,62,58,68,55,48,60,60,55,45
2ae19629-16af-13a3-e055-000000000001,"Ballyroan, Laois",1193,107015,BALLYROAN,LAOIS,Leinster,646836.63,689813.83,22332584.18,344,22332584.18,24409.99025,72,62,70,78,85,75,68,80,65,77,72,82,70,62,75,72,70,60
2ae19629-16b0-13a3-e055-000000000001,"Barrowhouse, Laois",518,107016,BARROWHOUSE,LAOIS,Leinster,666283.09,690425.77,13004295.19,940,13004295.19,19129.06117,52,42,50,55,65,55,48,60,45,57,52,62,50,42,55,55,50,40
2ae19629-16b1-13a3-e055-000000000001,"Blandsfort, Laois",338,107017,BLANDSFORT,LAOIS,Leinster,649462.36,685738.2,20528161.1,2081,20528161.1,24589.78369,62,52,60,68,75,65,58,70,55,67,62,72,60,52,65,62,60,50
2ae19629-16b2-13a3-e055-000000000001,"Borris, Laois",1797,107018,BORRIS,LAOIS,Leinster,645755.25,702284.88,17523415.04,1829,17523415.04,25609.65328,75,65,72,80,88,78,70,82,68,80,75,85,72,65,78,75,72,62
2ae19629-16ba-13a3-e055-000000000001,"Borris-In-Ossory, Laois",1012,107019,BORRIS-in-OSSORY,LAOIS,Leinster,626423.34,686360.56,20828280.07,137,20828280.07,37150.47538,60,50,58,65,72,62,55,68,52,65,60,70,58,50,62,60,58,48
2ae19629-16bc-13a3-e055-000000000001,"Caher, Laois",108,107021,CAHER,LAOIS,Leinster,626766.18,690604.79,8337558.73,2777,8337558.727,14346.55929,68,58,65,72,80,70,62,75,60,72,68,78,65,58,70,68,65,55
2ae19629-16be-13a3-e055-000000000001,"Cappalough, Laois",361,107023,CAPPALOUGH,LAOIS,Leinster,640550.16,715637.16,16408804.34,3359,16408804.33,25779.55398,55,45,52,60,68,58,50,62,48,60,55,65,52,45,58,58,55,42
2ae19629-16bf-13a3-e055-000000000001,"Cardtown, Laois",169,107024,CARDTOWN,LAOIS,Leinster,627594.43,700898.98,25230588.95,129,25230588.95,25846.9934,67,56,65,78,87,65,76,87,54,76,87,86,56,54,65,76,67,56
2ae19629-16c0-13a3-e055-000000000001,"Castlecuffe, Laois",423,107025,CASTLECUFFE,LAOIS,Leinster,627456.63,710001.32,29936521.82,1612,29936521.82,28679.46983,69,58,67,80,89,67,78,89,56,78,89,88,58,56,67,78,69,58
2ae19629-16c1-13a3-e055-000000000001,"Castletown, Laois",835,107026,CASTLETOWN,LAOIS,Leinster,630763.62,690164.22,24204356.52,1589,24204356.52,30672.4516,71,60,69,82,91,69,80,91,58,80,91,90,60,58,69,80,71,60
2ae19629-16c2-13a3-e055-000000000001,"Clash, Laois",372,107027,CLASH,LAOIS,Leinster,638287.68,686316.48,15136309.93,989,15136309.93,20233.08743,73,62,71,84,93,71,82,93,60,82,93,92,62,60,71,82,73,62
2ae19629-16c3-13a3-e055-000000000001,"Clonaslee, Laois",954,107028,CLONASLEE,LAOIS,Leinster,631607.92,710296.66,41876855.94,2535,41876855.94,42454.78108,75,64,73,86,95,73,84,95,62,84,95,94,64,62,73,84,75,64
